Campaign_ID,Campaign_Type,Device,Impressions,Clicks,Avg_CPC,Spend,CTR,CVR,Conversions,Revenue_Per_Conversion,Revenue,CPA,ROAS,Customer_Quality_Score,Customer_LTV
2180,Generic,Desktop,17661,2638,15.39,40598.82,0.1493686654209841,0.195,514,2450,1259300,78.98603112840466,31.018142891837744,100.0,6280837
2181,Brand,Mobile,98091,961,22.96,22064.56,0.0097970252112834,0.221,212,3625,768500,104.07811320754718,34.82960911071873,100.0,3135243
2182,Competitor,Tablet,29690,1976,31.69,62619.44,0.06655439541933311,0.042,82,3658,299956,763.6517073170731,4.790141847324089,100.0,1343272
2183,Competitor,Mobile,33833,3626,29.54,107112.04,0.10717346968935655,0.141,511,2966,1515626,209.61260273972601,14.149912558849595,100.0,2796864
2184,Generic,Desktop,72240,9977,16.01,159731.77000000002,0.13810908084163898,0.081,808,1535,1240280,197.68783415841585,7.7647671468237025,100.0,2959131
2185,Competitor,Desktop,78711,1722,45.1,77662.2,0.021877501238708692,0.106,182,4404,801528,426.7153846153846,10.32069655508085,100.0,1582265
2186,Generic,Mobile,58141,5618,9.94,55842.92,0.09662716499544212,0.235,1320,3808,5026560,42.30524242424242,90.01248502048246,100.0,15696322
2187,Generic,Tablet,79232,2757,6.78,18692.46,0.03479654684975767,0.101,278,3025,840950,67.23906474820143,44.98872807538441,100.0,3375578
2188,Generic,Desktop,40023,2032,32.12,65267.84,0.050770806786097994,0.104,211,2700,569700,309.3262559241706,8.728647983447898,100.0,1191654
2189,Generic,Desktop,41209,8799,10.55,92829.45000000001,0.21352131815865466,0.068,598,3943,2357914,155.23319397993313,25.400495209225088,100.0,4611112
2190,Brand,Tablet,94590,3578,27.72,99182.15999999999,0.03782640871128026,0.241,862,2463,2123106,115.06051044083526,21.406127876222904,100.0,7751737
2191,Generic,Desktop,87612,2756,47.83,131819.47999999998,0.031456878053234716,0.125,344,2629,904376,383.1961627906976,6.8607158820532455,100.0,2085576
2192,Competitor,Mobile,81522,9413,36.44,343009.72,0.11546576384288904,0.151,1421,4018,5709578,241.38615059817027,16.645528295816224,100.0,18142970
2193,Brand,Desktop,15440,389,32.79,12755.31,0.025194300518134715,0.124,48,2878,138144,265.73562499999997,10.83031302257648,100.0,231931
2194,Competitor,Desktop,8960,7111,30.87,219516.57,0.7936383928571429,0.078,554,1123,622142,396.23929602888086,2.834145959915463,61.867652523509825,2415245
2195,Brand,Tablet,23462,5958,13.08,77930.64,0.2539425453925497,0.206,1227,4373,5365671,63.51315403422983,68.85187905552938,100.0,18214346
2196,Generic,Mobile,18821,7423,24.47,181640.81,0.3943998724828649,0.027,200,3715,743000,908.2040499999999,4.090490457513375,82.05996390661711,2798123
2197,Brand,Tablet,58772,2929,20.41,59780.89,0.04983665691145443,0.179,524,3396,1779504,114.0856679389313,29.76710450446623,100.0,4384559
2198,Brand,Desktop,28258,6062,47.89,290309.18,0.2145233208294996,0.157,951,1248,1186848,305.26727655099893,4.088220703182724,100.0,2937579
2199,Competitor,Desktop,93889,4912,15.9,78100.8,0.052317097849588344,0.053,260,2971,772460,300.3876923076923,9.890551697293754,100.0,3325256
2200,Competitor,Tablet,89952,7364,26.22,193084.08,0.08186588402703664,0.058,427,2294,979538,452.18754098360654,5.073116333568257,100.0,3932813
2201,Generic,Tablet,63524,9692,47.21,457559.32,0.15257225615515396,0.172,1667,2452,4087484,274.48069586082784,8.9332329631052,100.0,14424936
2202,Brand,Tablet,23115,8858,40.51,358837.57999999996,0.38321436296776984,0.092,814,2593,2110702,440.8324078624078,5.882053936491268,100.0,7806435
2203,Brand,Mobile,47433,1573,48.4,76133.2,0.03316256614593216,0.081,127,3754,476758,599.4740157480314,6.262156326018085,100.0,872064
2204,Brand,Desktop,91504,2087,32.37,67556.18999999999,0.022807746109459695,0.034,70,1712,119840,965.0884285714284,1.7739307086441676,52.86777453183618,538872
2205,Generic,Tablet,89267,7773,20.02,155615.46,0.08707585109839022,0.196,1523,4655,7089565,102.17692711753118,45.55823052542466,100.0,29738418
2206,Generic,Desktop,89321,3360,42.2,141792.0,0.0376171337087583,0.223,749,4054,3036446,189.30841121495328,21.414790679304897,100.0,10830153
2207,Generic,Mobile,80364,7590,18.12,137530.80000000002,0.09444527400328505,0.209,1586,1246,1976156,86.71551071878942,14.368825019559253,100.0,9317739
2208,Generic,Mobile,71077,6839,12.41,84871.99,0.09621959283593849,0.127,868,1480,1284640,97.77879032258065,15.136206892285664,100.0,2685196
2209,Generic,Mobile,41644,3351,36.78,123249.78,0.0804677744693113,0.143,479,3145,1506455,257.30643006263045,12.222780438228774,100.0,5880147
2210,Competitor,Mobile,63643,6005,33.75,202668.75,0.09435444589349967,0.076,456,3376,1539456,444.44901315789474,7.5959219169210845,100.0,7497822
2211,Brand,Desktop,14311,5400,44.55,240569.99999999997,0.37733212214380546,0.06,324,4664,1511136,742.4999999999999,6.2814814814814826,100.0,3906333
2212,Brand,Mobile,31531,5154,48.29,248886.66,0.16345818400938758,0.209,1077,2448,2636496,231.09253481894152,10.593159151237757,100.0,4095857
2213,Brand,Mobile,15588,1816,43.57,79123.12,0.11649987169617655,0.204,370,4648,1719760,213.84627027027025,21.735239965259208,100.0,7002924
2214,Brand,Tablet,50416,9304,7.7,71640.8,0.18454458901935894,0.199,1851,4495,8320245,38.70383576445165,116.13835970564259,100.0,12683640
2215,Brand,Mobile,13380,1410,34.9,49209.0,0.10538116591928251,0.127,179,2028,363012,274.9106145251397,7.376943242089862,100.0,1653108
2216,Brand,Tablet,43645,717,40.31,28902.27,0.01642799862527208,0.219,157,3013,473041,184.09089171974523,16.36691512465976,100.0,802776
2217,Brand,Mobile,18818,4357,49.19,214320.83,0.2315336380061643,0.233,1015,1458,1479870,211.15352709359604,6.90492846635579,100.0,5600829
2218,Brand,Mobile,31857,6199,21.86,135510.13999999998,0.19458831653953604,0.096,595,3843,2286585,227.7481344537815,16.87390331085187,100.0,6448500
2219,Competitor,Tablet,22711,568,12.64,7179.52,0.02500990709347893,0.072,40,4877,195080,179.488,27.171732929220894,100.0,431456
2220,Brand,Mobile,6097,6005,43.38,260496.90000000002,0.9849106117762835,0.127,762,1592,1213104,341.85944881889765,4.656884592484594,100.0,5633539
2221,Competitor,Desktop,29393,1239,19.29,23900.309999999998,0.0421528935460824,0.061,75,1497,112275,318.6708,4.697637813066024,100.0,461659
2222,Generic,Desktop,23076,9728,31.92,310517.76,0.42156352920783496,0.223,2169,3134,6797646,143.1617150760719,21.89132756851009,100.0,18296149
2223,Brand,Mobile,85274,8828,22.55,199071.4,0.10352510730117034,0.098,865,3449,2983385,230.14034682080924,14.986507353642965,100.0,7442160
2224,Generic,Desktop,58609,1051,23.1,24278.100000000002,0.01793239946083366,0.153,160,2316,370560,151.73812500000003,15.263138383975681,100.0,1510418
2225,Generic,Tablet,30317,8112,37.96,307931.52,0.26757264900880695,0.157,1273,4994,6357362,241.89435978004715,20.6453759589145,100.0,28150384
2226,Generic,Mobile,59480,3106,21.27,66064.62,0.05221923335574983,0.138,428,4352,1862656,154.3565887850467,28.194455670826535,100.0,7460825
2227,Competitor,Mobile,8044,6175,36.19,223473.25,0.7676529090004973,0.056,345,1196,412620,647.7485507246377,1.846395485813179,52.12929871339568,1543183
2228,Generic,Tablet,72033,7990,5.64,45063.6,0.11092138325489706,0.248,1981,3811,7549591,22.747905098435133,167.5319104554452,100.0,17346971
2229,Generic,Tablet,56486,6052,19.61,118679.72,0.10714159260701767,0.06,363,4154,1507902,326.9413774104683,12.705641705255118,100.0,6762659
2230,Generic,Tablet,56162,7177,19.36,138946.72,0.1277910330828674,0.193,1385,1026,1421010,100.3225415162455,10.22701363515454,100.0,5859985
2231,Brand,Mobile,80287,9142,38.7,353795.4,0.11386650391719706,0.202,1846,4916,9074936,191.65514626218854,25.65023739709448,100.0,30042212
2232,Brand,Tablet,30882,2071,19.16,39680.36,0.06706171880059582,0.053,109,2717,296153,364.04,7.463465553235908,100.0,974508
2233,Competitor,Tablet,55078,1291,33.5,43248.5,0.023439485820109664,0.235,303,3182,964146,142.73432343234325,22.293166236979317,100.0,3366899
2234,Competitor,Desktop,59734,4020,35.98,144639.59999999998,0.06729835604513343,0.132,530,2113,1119890,272.9049056603773,7.742623735132012,100.0,4926359
2235,Brand,Desktop,44826,7865,34.63,272364.95,0.17545620845045287,0.165,1297,3253,4219141,209.9961063993832,15.490763404028307,100.0,17289653
2236,Competitor,Mobile,88985,6293,32.15,202319.94999999998,0.07071978423329775,0.168,1057,4098,4331586,191.40960264900662,21.40958417595497,100.0,19478524
2237,Brand,Desktop,45028,3146,23.61,74277.06,0.06986763791418672,0.136,427,4449,1899723,173.95096018735362,25.57617385502334,100.0,6222523
2238,Generic,Desktop,52331,404,21.8,8807.2,0.00772008943073895,0.053,21,4642,97482,419.39047619047625,11.068444000363337,100.0,359345
2239,Generic,Tablet,99938,6439,30.41,195809.99,0.06442994656687145,0.193,1242,4655,5781510,157.65699677938807,29.52612376927245,100.0,25964769
2240,Competitor,Tablet,33543,8143,7.87,64085.41,0.24276302060042335,0.154,1254,2438,3057252,51.10479266347688,47.70589748899164,100.0,7071791
2241,Brand,Desktop,30362,5008,44.41,222405.27999999997,0.16494302088136487,0.047,235,4298,1010030,946.4054468085105,4.54139398129397,98.71483393364247,3084704
2242,Brand,Desktop,28315,2904,42.14,122374.56,0.10256048031078933,0.181,525,1602,841050,233.0944,6.8727519837456414,100.0,3088573
2243,Competitor,Desktop,28746,4036,20.59,83101.24,0.14040214290683922,0.182,734,2091,1534794,113.21694822888284,18.468966287386323,100.0,7218154
2244,Brand,Mobile,11057,812,30.51,24774.120000000003,0.07343764131319526,0.146,118,1361,160598,209.95016949152546,6.482490599060632,100.0,249798
2245,Generic,Mobile,43915,6948,46.95,326208.60000000003,0.15821473300694525,0.041,284,2283,648372,1148.6218309859157,1.9875993459399903,53.77504740382845,1454950
2246,Competitor,Mobile,22061,9973,17.22,171735.06,0.4520647296133448,0.101,1007,3705,3730935,170.541271102284,21.72494655430289,100.0,8657921
2247,Competitor,Desktop,52370,9625,38.41,369696.24999999994,0.1837884284895933,0.032,308,2086,642488,1200.3124999999998,1.7378807602186934,41.42459929473244,1698188
2248,Brand,Desktop,35157,8466,8.72,73823.52,0.2408055294820377,0.13,1100,4926,5418600,67.11229090909092,73.39937190748964,100.0,13472011
2249,Competitor,Mobile,12322,3305,28.55,94357.75,0.2682194448953092,0.228,753,3015,2270295,125.30909694555113,24.060503774199788,100.0,8094704
2250,Brand,Mobile,70812,5285,44.78,236662.30000000002,0.07463424278370898,0.021,110,1971,216810,2151.475454545455,0.9161154945253215,23.81225576285337,997254
2251,Brand,Desktop,78842,9708,29.83,289589.63999999996,0.12313234063062835,0.081,786,2715,2133990,368.43465648854954,7.369013615266072,100.0,7958550
2252,Brand,Tablet,35017,6606,32.73,216214.37999999998,0.1886512265471057,0.204,1347,4027,5424369,160.51550111358574,25.08791968415792,100.0,12722005
2253,Brand,Mobile,57792,1872,45.84,85812.48000000001,0.03239202657807309,0.022,41,2646,108486,2092.987317073171,1.26422170761176,23.843836847890294,490696
2254,Brand,Desktop,28742,1174,37.19,43661.06,0.04084614849349384,0.022,25,2726,68150,1746.4424,1.5608874360814877,33.5630210453006,252983
2255,Competitor,Desktop,98136,5547,36.31,201411.57,0.05652359990217657,0.16,887,3988,3537356,227.07054114994364,17.56282422107131,100.0,8016948
2256,Generic,Tablet,65808,8883,31.39,278837.37,0.1349835886214442,0.202,1794,1907,3421158,155.42774247491639,12.269366907312316,100.0,9462351
2257,Generic,Desktop,18629,5364,33.48,179586.71999999997,0.2879381609318804,0.199,1067,4463,4762021,168.30995313964382,26.516554230735995,100.0,20309432
2258,Competitor,Desktop,9245,7422,41.17,305563.74,0.8028123309897242,0.199,1476,1245,1837620,207.02150406504063,6.013868006720955,100.0,7508991
2259,Competitor,Mobile,97950,6751,49.07,331271.57,0.06892291985706993,0.103,695,3325,2310875,476.6497410071943,6.975772173869312,100.0,8129746
2260,Generic,Mobile,44870,2510,40.79,102382.9,0.05593938043236015,0.223,559,1346,752414,183.15366726296958,7.349020197708797,100.0,1509858
2261,Generic,Tablet,96634,9139,36.84,336680.76,0.09457333857648446,0.023,210,2960,621600,1603.2417142857144,1.8462593466879424,39.731061433829574,2680036
2262,Generic,Tablet,65829,6541,11.1,72605.09999999999,0.09936350240775342,0.092,601,1371,823971,120.80715474209649,11.348665589607343,100.0,2122877
2263,Generic,Desktop,11588,8785,41.77,366949.45,0.7581118398343114,0.098,860,1808,1554880,426.6854069767442,4.237313886149713,100.0,6531417
2264,Generic,Mobile,1442,8837,38.12,336866.44,6.1282940360610265,0.058,512,3896,1994752,657.942265625,5.921492209197212,100.0,7513198
2265,Brand,Tablet,78339,9832,39.67,390035.44,0.12550581447299558,0.097,953,3170,3021010,409.271185729276,7.745475641905771,100.0,7324728
2266,Competitor,Tablet,41721,9175,15.4,141295.0,0.21991323314398026,0.155,1422,4128,5870016,99.36357243319269,41.54440001415478,100.0,13168161
2267,Brand,Tablet,38145,4056,45.65,185156.4,0.10633110499410145,0.14,567,1159,657153,326.55449735449736,3.5491778842103217,100.0,1286826
2268,Generic,Desktop,11599,6653,9.38,62405.14000000001,0.5735839296491076,0.093,618,2150,1328700,100.97919093851134,21.29151541042933,100.0,3118208
2269,Generic,Mobile,73594,6969,16.41,114361.29000000001,0.09469521971899883,0.192,1338,3784,5062992,85.47181614349776,44.27190354358542,100.0,10391292
2270,Generic,Tablet,83742,7631,34.84,265864.04000000004,0.09112512239975162,0.184,1404,4678,6567912,189.36185185185187,24.70402541088294,100.0,24036452
2271,Brand,Mobile,78430,3194,35.32,112812.08,0.04072421267372179,0.085,271,2334,632514,416.2807380073801,5.606793173213365,100.0,2274356
2272,Brand,Tablet,3939,2465,19.1,47081.5,0.6257933485656257,0.094,231,1517,350427,203.8160173160173,7.442987160562004,100.0,1244577
2273,Generic,Tablet,23149,6768,36.57,247505.76,0.2923668409002549,0.086,582,3982,2317524,425.2676288659794,9.363515418792677,100.0,8682868
2274,Brand,Mobile,67567,5100,22.46,114546.0,0.07548063403732591,0.05,255,2288,583440,449.2,5.0934995547640245,96.22947116147473,2538982
2275,Brand,Mobile,11208,8020,5.01,40180.2,0.7155603140613848,0.193,1547,1745,2699515,25.972979961215252,67.18520564855328,100.0,12680794
2276,Generic,Mobile,67098,3447,12.32,42467.04,0.051372619154073144,0.031,106,3335,353510,400.6324528301887,8.324338121988252,100.0,815305
2277,Brand,Desktop,50492,3775,44.72,168818.0,0.07476431910005546,0.055,207,1419,293733,815.5458937198067,1.7399388690779418,51.331558982813206,1044870
2278,Competitor,Tablet,21951,1052,15.02,15801.039999999999,0.047924923693681384,0.044,46,4967,228482,343.5008695652174,14.459934282806703,100.0,405367
2279,Competitor,Desktop,49920,3400,10.08,34272.0,0.06810897435897435,0.21,714,2551,1821414,48.0,53.145833333333336,100.0,3498022
2280,Competitor,Mobile,47766,3279,35.7,117060.3,0.0686471548800402,0.03,98,1139,111622,1194.4928571428572,0.9535427467723899,22.383880705119537,423068
2281,Competitor,Tablet,58014,3347,24.83,83106.01,0.057692970662253935,0.173,579,2832,1639728,143.53369602763385,19.730558596183357,100.0,5252101
2282,Generic,Desktop,29351,4515,40.85,184437.75,0.15382780825184833,0.03,135,1706,230310,1366.2055555555555,1.2487139969989876,37.451147125087786,956745
2283,Generic,Tablet,85216,3457,43.77,151312.89,0.04056749906120916,0.201,694,1697,1177718,218.03010086455333,7.783328968206211,100.0,3521225
2284,Generic,Desktop,50386,6572,43.07,283056.04,0.13043305680149248,0.23,1511,4034,6095374,187.33027134348112,21.53415980807193,100.0,11865221
2285,Competitor,Mobile,88122,6096,19.09,116372.64,0.06917682304078436,0.132,804,1474,1185096,144.7420895522388,10.183630791567502,100.0,5394779
2286,Competitor,Desktop,10308,4948,27.75,137307.0,0.4800155219247187,0.205,1014,4976,5045664,135.4112426035503,36.747318053704475,100.0,9032291
2287,Brand,Tablet,60252,5575,34.26,190999.5,0.09252804886144858,0.182,1014,2660,2697240,188.36242603550295,14.121712360503562,100.0,5829750
2288,Brand,Tablet,76145,1137,19.49,22160.129999999997,0.014932037559918577,0.203,230,4600,1058000,96.34839130434781,47.74340222733351,100.0,2612645
2289,Competitor,Tablet,96031,8362,6.85,57279.7,0.08707604835938394,0.196,1638,2901,4751838,34.96929181929182,82.95850013180936,100.0,23680699
2290,Competitor,Tablet,84211,7108,27.3,194048.4,0.0844070252104832,0.067,476,3436,1635536,407.6647058823529,8.428495158939729,100.0,4839566
2291,Competitor,Mobile,29064,6031,5.58,33652.98,0.20750756950178917,0.135,814,1510,1229140,41.342727272727274,36.523957165160404,100.0,4002055
2292,Competitor,Desktop,54879,5742,47.78,274352.76,0.10463018641010223,0.241,1383,1537,2125671,198.37509761388287,7.747948298387812,100.0,8914933
2293,Brand,Mobile,9720,205,40.85,8374.25,0.02109053497942387,0.099,20,3260,65200,418.7125,7.785771860166582,100.0,243030
2294,Competitor,Mobile,43940,869,13.64,11853.16,0.019776968593536642,0.243,211,3944,832184,56.17611374407583,70.20777581674423,100.0,3699034
2295,Brand,Mobile,80993,3040,17.94,54537.600000000006,0.03753410788586668,0.154,468,2536,1186848,116.53333333333335,21.762013729977113,100.0,3800901
2296,Competitor,Tablet,69475,7999,49.23,393790.76999999996,0.1151349406261245,0.126,1007,4874,4908118,391.05339622641503,12.463771052836004,100.0,24062646
2297,Competitor,Tablet,48113,6714,21.81,146432.34,0.13954648431816766,0.171,1148,2288,2626624,127.5543031358885,17.9374583510719,100.0,11265178
2298,Competitor,Tablet,49926,5905,40.27,237794.35,0.1182750470696631,0.208,1228,2366,2905448,193.64360749185667,12.218322260390122,100.0,8439683
2299,Brand,Desktop,39203,4455,25.11,111865.05,0.11363926230135449,0.111,494,2061,1018134,226.44746963562753,9.101448575761598,100.0,2885851
2300,Brand,Tablet,89901,1033,43.88,45328.04,0.011490417236738189,0.028,28,1232,34496,1618.8585714285714,0.7610300379191335,24.51732230497009,163967
2301,Generic,Desktop,6392,8866,36.67,325116.22000000003,1.387046307884856,0.183,1622,3307,5363954,200.44156596794085,16.49857395610714,100.0,20895039
2302,Competitor,Tablet,26905,5760,6.03,34732.8,0.21408660100353094,0.24,1382,1307,1806274,25.132272069464545,52.00484844297033,100.0,6638088
2303,Generic,Tablet,74508,6006,18.25,109609.5,0.080608793686584,0.164,984,1402,1379568,111.39176829268293,12.58620831223571,100.0,5728528
2304,Generic,Mobile,51385,6150,30.11,185176.5,0.11968473289870585,0.063,387,1996,772452,478.4922480620155,4.171436440369053,100.0,2674938
2305,Brand,Mobile,31653,8361,46.68,390291.48,0.2641455786181405,0.077,643,2284,1468612,606.9851944012441,3.762859491577936,93.06784384390956,3021057
2306,Brand,Mobile,92865,4574,9.59,43864.659999999996,0.049254293867441984,0.229,1047,2499,2616453,41.89556829035339,59.64831369945647,100.0,6847922
2307,Generic,Desktop,85720,9594,32.05,307487.69999999995,0.1119225384974335,0.023,220,1749,384780,1397.6713636363634,1.251367127855846,26.012577241729808,1328571
2308,Competitor,Desktop,15799,354,18.6,6584.400000000001,0.022406481422874866,0.146,51,2129,108579,129.1058823529412,16.490340805540367,100.0,169772
2309,Brand,Tablet,61103,9999,45.02,450154.98000000004,0.16364171971916272,0.056,559,4318,2413762,805.2861896243293,5.362068859040502,100.0,7315454
2310,Competitor,Desktop,16052,7187,39.43,283383.41,0.447732369798156,0.085,610,1303,794830,464.5629672131147,2.8047866316521497,83.42750404673278,3294816
2311,Competitor,Tablet,7044,4887,21.64,105754.68000000001,0.6937819420783645,0.091,444,3390,1505160,238.18621621621622,14.232561622804777,100.0,3122934
2312,Generic,Desktop,20871,7962,12.52,99684.23999999999,0.3814862728187437,0.07,557,2470,1375790,178.96631956912026,13.801479551832868,100.0,2374553
2313,Generic,Desktop,90303,9125,5.52,50369.99999999999,0.10104869162707773,0.202,1843,2061,3798423,27.330439500813885,75.41042287075642,100.0,16812207
2314,Generic,Desktop,21234,6456,32.95,212725.2,0.3040406894602995,0.096,619,4891,3027529,343.659450726979,14.232112603490323,100.0,11082144
2315,Generic,Mobile,22381,3842,23.28,89441.76000000001,0.17166346454582013,0.099,380,1854,704520,235.373052631579,7.8768575215872305,100.0,1492191
2316,Brand,Desktop,18274,2135,19.16,40906.6,0.11683265842180146,0.124,264,2069,546216,154.9492424242424,13.352759701368484,100.0,2360782
2317,Brand,Mobile,88840,2067,49.35,102006.45,0.023266546600630347,0.228,471,2745,1292895,216.57420382165606,12.674639691901836,100.0,4917465
2318,Generic,Mobile,84108,8391,25.98,217998.18,0.09976458838636039,0.178,1493,2628,3923604,146.0135164099129,17.998333747556977,100.0,10473736
2319,Brand,Desktop,50892,1952,38.74,75620.48000000001,0.03835573371060284,0.034,66,4291,283206,1145.7648484848487,3.7450965664327964,83.75974570638017,797702
2320,Generic,Tablet,51521,3283,12.98,42613.340000000004,0.06372158925486694,0.029,95,3303,313785,448.56147368421057,7.363539210960698,100.0,641881
2321,Competitor,Tablet,92501,6718,5.61,37687.98,0.07262624187846618,0.15,1007,3184,3206288,37.425998013902685,85.07455162096774,100.0,14182676
2322,Competitor,Tablet,84920,8403,23.79,199907.37,0.09895195478097032,0.224,1882,2254,4242028,106.2207066950053,21.21996802819226,100.0,13920313
2323,Competitor,Desktop,84391,282,34.95,9855.900000000001,0.00334158855802159,0.094,26,1817,47242,379.073076923077,4.793271035623332,100.0,162964
2324,Generic,Tablet,18920,6840,27.8,190152.0,0.36152219873150104,0.077,526,2737,1439662,361.5057034220532,7.57111153182717,100.0,6611247
2325,Competitor,Mobile,17702,264,45.07,11898.48,0.014913569088238618,0.192,50,4649,232450,237.96959999999999,19.53610881389892,100.0,361554
2326,Brand,Tablet,2894,7058,24.53,173132.74000000002,2.438838977194195,0.158,1115,1972,2198780,155.276,12.699966511244492,100.0,3813191
2327,Competitor,Desktop,31985,2237,19.0,42503.0,0.069939033922151,0.15,335,1037,347395,126.87462686567164,8.173423052490412,100.0,717553
2328,Competitor,Tablet,29287,554,46.22,25605.88,0.018916242701539934,0.054,29,2178,63162,882.9613793103449,2.466699055060791,38.00461130657226,101383
2329,Competitor,Mobile,74527,2385,23.31,55594.35,0.03200182484200357,0.06,143,4574,654082,388.77167832167834,11.765260318719438,100.0,2487831
2330,Brand,Desktop,16439,7946,17.13,136114.97999999998,0.4833627349595474,0.085,675,1104,745200,201.6518222222222,5.474783157592207,100.0,2771084
2331,Generic,Tablet,95620,4922,9.39,46217.58,0.051474586906504916,0.068,334,1254,418836,138.3759880239521,9.062265916995221,100.0,937273
2332,Brand,Desktop,43235,641,40.7,26088.7,0.014825951196946918,0.243,155,4475,693625,168.3141935483871,26.58718142337487,100.0,1403149
2333,Generic,Desktop,28659,6133,42.13,258383.29,0.21399909278062737,0.024,147,3535,519645,1757.709455782313,2.01114011668479,45.847964061198404,1044432
2334,Generic,Desktop,25976,2765,6.5,17972.5,0.10644441022482291,0.164,453,2981,1350393,39.67439293598234,75.13662539991654,100.0,6530966
2335,Competitor,Tablet,83643,7249,21.14,153243.86000000002,0.08666594933228124,0.139,1007,3505,3529535,152.1786097318769,23.03214627979222,100.0,13861422
2336,Generic,Desktop,68865,5898,38.74,228488.52000000002,0.08564582879546939,0.094,554,3575,1980550,412.43415162454875,8.668050368569938,100.0,7028973
2337,Brand,Tablet,69306,5885,47.59,280067.15,0.08491328312123049,0.224,1318,1590,2095620,212.49404400606983,7.482562663989689,100.0,5508764
2338,Brand,Mobile,57697,4714,22.0,103708.0,0.08170268818136125,0.174,820,1524,1249680,126.47317073170731,12.049986500559262,100.0,3768598
2339,Generic,Tablet,71382,4392,44.24,194302.08000000002,0.06152811633184836,0.25,1098,1369,1503162,176.96,7.736211573236889,100.0,2725113
2340,Competitor,Mobile,17651,6289,22.72,142886.08,0.356297093649085,0.059,371,1101,408471,385.13768194070076,2.85871793809446,73.04365465117765,2039712
2341,Competitor,Tablet,50044,6773,13.08,88590.84,0.13534090000799295,0.04,270,3963,1070010,328.1142222222222,12.078111010122491,100.0,4432836
2342,Brand,Desktop,15633,1788,5.16,9226.08,0.11437344079831127,0.052,92,1663,152996,100.28347826086956,16.582990826006277,100.0,562273
2343,Competitor,Tablet,80164,5195,19.86,103172.7,0.06480465046654359,0.082,425,1689,717825,242.75929411764704,6.957509108514171,100.0,2553436
2344,Generic,Desktop,1569,7683,22.03,169256.49000000002,4.896749521988528,0.116,891,2926,2607066,189.9623905723906,15.403048946601691,100.0,8512331
2345,Generic,Mobile,60900,7924,47.53,376627.72000000003,0.13011494252873562,0.218,1727,3646,6296642,218.08206137811234,16.718477333532434,100.0,15118212
2346,Brand,Tablet,68509,1737,14.27,24786.989999999998,0.025354333007342102,0.085,147,3647,536109,168.61897959183673,21.62864470433885,100.0,1228958
2347,Generic,Desktop,34038,6066,22.2,134665.19999999998,0.17821258593336858,0.231,1401,3588,5026788,96.12077087794431,37.32804020637849,100.0,17208523
2348,Brand,Mobile,50088,4770,6.13,29240.1,0.09523239099185433,0.126,601,2535,1523535,48.65241264559068,52.10430196887152,100.0,2659639
2349,Generic,Mobile,74177,5303,39.36,208726.08,0.07149116302897124,0.169,896,3436,3078656,232.95321428571427,14.749742820830058,100.0,5420428
2350,Brand,Tablet,75466,5234,46.18,241706.12,0.06935573635809504,0.081,423,3410,1442430,571.4092671394799,5.967701603914705,100.0,4994915
2351,Competitor,Mobile,73216,1990,15.7,31243.0,0.0271798513986014,0.056,111,3028,336108,281.4684684684685,10.757865761930672,100.0,1586208
2352,Generic,Desktop,67793,3305,24.3,80311.5,0.04875134600917499,0.22,727,1930,1403110,110.4697386519945,17.470847886043718,100.0,6594548
2353,Generic,Mobile,74786,8769,10.5,92074.5,0.1172545663626882,0.045,394,2856,1125264,233.69162436548223,12.221233892119969,100.0,1730542
2354,Brand,Mobile,39138,2466,25.56,63030.96,0.06300781848842557,0.198,488,3659,1785592,129.16180327868852,28.328808572802952,100.0,3349555
2355,Brand,Desktop,64310,7659,11.0,84249.0,0.11909500855232467,0.154,1179,4186,4935294,71.45801526717557,58.57985257985258,100.0,17474750
2356,Generic,Mobile,29757,2626,28.55,74972.3,0.08824814329401486,0.218,572,3769,2155868,131.07045454545454,28.755527041320594,100.0,9636007
2357,Brand,Mobile,71394,7907,38.06,300940.42000000004,0.1107516037762277,0.185,1462,2989,4369918,205.84160054719564,14.520874264746489,100.0,21152901
2358,Generic,Mobile,80027,466,29.9,13933.4,0.005823034725780049,0.085,39,3390,132210,357.26666666666665,9.488710580332151,100.0,596536
2359,Competitor,Mobile,91830,6621,16.03,106134.63,0.07210062071218556,0.152,1006,4145,4169870,105.50162027833002,39.288496129868264,100.0,16144260
2360,Brand,Desktop,57151,6706,20.92,140289.52000000002,0.11733827929520044,0.023,154,3182,490028,910.9709090909092,3.492976524547236,72.48360088461524,1078962
2361,Generic,Mobile,50272,112,33.74,3778.88,0.0022278803309993636,0.129,14,3987,55818,269.92,14.771043272080616,100.0,97914
2362,Competitor,Desktop,7908,8827,31.54,278403.58,1.1162114314618108,0.04,353,4852,1712756,788.6786968838527,6.15206169403425,100.0,2853974
2363,Competitor,Mobile,11844,3339,11.15,37229.85,0.28191489361702127,0.119,397,2885,1145345,93.777959697733,30.764158329942237,100.0,4171654
2364,Generic,Mobile,52455,2417,43.02,103979.34000000001,0.04607759031550853,0.045,108,1977,213516,962.7716666666668,2.0534463865610224,43.94528336394159,347317
2365,Brand,Mobile,69447,4142,26.38,109265.95999999999,0.0596426051521304,0.24,994,4661,4633034,109.92551307847081,42.40143957001796,100.0,18936784
2366,Generic,Mobile,75527,7585,12.31,93371.35,0.10042766163093993,0.14,1061,2994,3176634,88.0031573986805,34.021506597045025,100.0,12686356
